option,accuracy,operations saved,total operations,% saved
"[0, 0, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 3, 10]",24.3,207291842,557056000,0.3721202931123621
"[0, 0, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 4, 10]",28.3,206644886,557056000,0.37095890897863054
"[0, 0, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",28.4,206582420,557056000,0.37084677303538605
"[0, 1, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",28.1,206471615,557056000,0.37064786125631893
"[0, 2, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",28.7,205808342,557056000,0.3694571856330423
"[0, 3, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",28.6,205731619,557056000,0.3693194562126608
"[0, 4, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",29.4,196828548,557056000,0.35333709357766546
"[0, 5, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",29.4,196490819,557056000,0.35273081880457263
"[0, 6, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",30.6,196403858,557056000,0.3525747106215533
"[0, 7, 0, 7, 0, 2, 10, 2, 2, 0, 1, 6, 6, 0, 5, 5, 10]",30.1,196039673,557056000,0.35192094331629137
"[0, 7, 0, 7, 0, 2, 10, 3, 2, 0, 1, 6, 6, 0, 5, 5, 10]",30.9,195992967,557056000,0.35183709896312043
"[0, 7, 0, 7, 0, 2, 10, 4, 2, 0, 1, 6, 6, 0, 5, 5, 10]",37.4,188678613,557056000,0.3387067242790671
"[0, 7, 0, 7, 0, 2, 10, 5, 2, 0, 1, 6, 6, 0, 5, 5, 10]",37.3,188388911,557056000,0.3381866652544807
"[0, 7, 0, 7, 0, 2, 10, 6, 2, 0, 1, 6, 6, 0, 5, 5, 10]",36.6,188350877,557056000,0.3381183884564568
"[0, 7, 0, 7, 0, 2, 10, 7, 2, 0, 1, 6, 6, 0, 5, 5, 10]",38.1,188313748,557056000,0.33805173627068014
"[0, 7, 0, 7, 0, 2, 10, 8, 2, 0, 1, 6, 6, 0, 5, 5, 10]",37.2,188303853,557056000,0.33803397324505974
"[0, 7, 0, 7, 0, 2, 10, 9, 2, 0, 1, 6, 6, 0, 5, 5, 10]",40.1,188108518,557056000,0.33768331729664525
"[0, 7, 0, 7, 0, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",41.7,188087403,557056000,0.3376454126694623
"[0, 7, 0, 7, 1, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",39.3,188061300,557056000,0.3375985538258272
"[0, 7, 0, 7, 2, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",40.3,187525546,557056000,0.3366367941463695
"[0, 7, 0, 7, 3, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",39.0,187498006,557056000,0.33658735566980696
"[0, 7, 0, 7, 4, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",40.8,180889351,557056000,0.3247238177131204
"[0, 7, 0, 7, 5, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",40.5,180681970,557056000,0.32435153736787686
"[0, 7, 0, 7, 6, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",40.1,180655158,557056000,0.32430340576171873
"[0, 7, 0, 7, 7, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",41.0,180405872,557056000,0.32385589958639704
"[0, 7, 0, 7, 8, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",42.1,180421164,557056000,0.3238833510454963
"[0, 7, 0, 7, 9, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",41.5,180039875,557056000,0.3231988794663373
"[0, 7, 0, 7, 10, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",42.1,179967895,557056000,0.32306966445025276
"[0, 8, 0, 7, 10, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",42.2,179938002,557056000,0.32301600198184743
"[0, 9, 0, 7, 10, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",42.3,179620341,557056000,0.32244575231215533
"[0, 10, 0, 7, 10, 2, 10, 10, 2, 0, 1, 6, 6, 0, 5, 5, 10]",43.1,179554610,557056000,0.32232775519875917
"[0, 10, 0, 7, 10, 2, 10, 10, 3, 0, 1, 6, 6, 0, 5, 5, 10]",43.4,179318401,557056000,0.3219037242216222
"[0, 10, 0, 7, 10, 2, 10, 10, 4, 0, 1, 6, 6, 0, 5, 5, 10]",45.0,174071629,557056000,0.3124849727855009
"[0, 10, 0, 7, 10, 2, 10, 10, 5, 0, 1, 6, 6, 0, 5, 5, 10]",44.8,173742498,557056000,0.3118941327263327
"[0, 10, 0, 7, 10, 2, 10, 10, 6, 0, 1, 6, 6, 0, 5, 5, 10]",45.8,173632911,557056000,0.3116974074419807
"[0, 10, 0, 7, 10, 2, 10, 10, 7, 0, 1, 6, 6, 0, 5, 5, 10]",45.2,173540169,557056000,0.31153092148724726
"[0, 10, 0, 7, 10, 2, 10, 10, 8, 0, 1, 6, 6, 0, 5, 5, 10]",45.0,173500417,557056000,0.3114595606186811
"[0, 10, 0, 7, 10, 2, 10, 10, 9, 0, 1, 6, 6, 0, 5, 5, 10]",46.0,173294123,557056000,0.31108923160328583
"[0, 10, 0, 7, 10, 2, 10, 10, 10, 0, 1, 6, 6, 0, 5, 5, 10]",46.2,172948316,557056000,0.3104684555951287
"[0, 10, 0, 8, 10, 2, 10, 10, 10, 0, 1, 6, 6, 0, 5, 5, 10]",45.6,172867967,557056000,0.31032421695484835
"[0, 10, 0, 9, 10, 2, 10, 10, 10, 0, 1, 6, 6, 0, 5, 5, 10]",53.6,172142331,557056000,0.3090215902889476
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 0, 5, 5, 10]",54.5,172073421,557056000,0.3088978863884421
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 1, 5, 5, 10]",54.5,172122240,557056000,0.3089855238970588
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 2, 5, 5, 10]",56.0,171995810,557056000,0.30875856287339154
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 3, 5, 5, 10]",58.0,171827114,557056000,0.3084557279698989
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 4, 5, 5, 10]",56.3,170378921,557056000,0.30585600191004136
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 5, 5, 5, 10]",57.9,170465703,557056000,0.3060117887609145
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 6, 5, 5, 10]",58.7,170431849,557056000,0.30595101569680605
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 7, 5, 5, 10]",61.9,170449005,557056000,0.30598181331858915
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 6, 6, 8, 5, 5, 10]",61.8,170358849,557056000,0.305819969626034
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 7, 6, 8, 5, 5, 10]",62.5,170218547,557056000,0.30556810625861675
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 8, 6, 8, 5, 5, 10]",61.1,170158837,557056000,0.3054609177533318
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 9, 6, 8, 5, 5, 10]",62.9,170180357,557056000,0.30549954941693475
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 6, 8, 5, 5, 10]",61.5,170129903,557056000,0.30540897683536306
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 7, 8, 5, 5, 10]",63.0,170036773,557056000,0.30524179436178767
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 8, 8, 5, 5, 10]",62.6,170031903,557056000,0.3052330519732307
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 9, 8, 5, 5, 10]",62.9,169961051,557056000,0.3051058618882123
"[0, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.6,169974169,557056000,0.3051294106876149
"[1, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",62.8,169941593,557056000,0.30507093182732076
"[2, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",62.6,169972829,557056000,0.305127005184398
"[3, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",64.1,169953132,557056000,0.305091646082261
"[4, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.2,159068964,557056000,0.28555291389016546
"[5, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.4,159081391,557056000,0.28557522223977483
"[6, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.3,159096430,557056000,0.2856022195255055
"[7, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",64.8,158948929,557056000,0.2853374328613281
"[8, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.3,158928318,557056000,0.28530043299057906
"[9, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",63.8,158800425,557056000,0.28507084566004137
"[10, 10, 0, 10, 10, 2, 10, 10, 10, 0, 1, 10, 10, 8, 5, 5, 10]",64.1,158771573,557056000,0.2850190519445083
"[10, 10, 0, 10, 10, 2, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",60.2,158464547,557056000,0.28446789371266085
"[10, 10, 0, 10, 10, 3, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",59.4,158355804,557056000,0.28427268353630514
"[10, 10, 0, 10, 10, 4, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",69.0,151825900,557056000,0.27255051556755516
"[10, 10, 0, 10, 10, 5, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",69.7,151625195,557056000,0.2721902196547564
"[10, 10, 0, 10, 10, 6, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",68.1,151436191,557056000,0.271850928811466
"[10, 10, 0, 10, 10, 7, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",69.8,151327796,557056000,0.271656343347886
"[10, 10, 0, 10, 10, 8, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",70.1,151274384,557056000,0.2715604607077206
"[10, 10, 0, 10, 10, 9, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",71.1,151017601,557056000,0.2710994962804458
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 0, 2, 10, 10, 8, 5, 5, 10]",70.7,151004109,557056000,0.27107527609432447
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 1, 2, 10, 10, 8, 5, 5, 10]",72.9,150951733,557056000,0.270981253231273
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 2, 2, 10, 10, 8, 5, 5, 10]",66.8,150609622,557056000,0.2703671121036305
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 3, 2, 10, 10, 8, 5, 5, 10]",66.4,150470878,557056000,0.2701180455824908
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 4, 2, 10, 10, 8, 5, 5, 10]",79.8,147211005,557056000,0.2642660791733686
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 5, 2, 10, 10, 8, 5, 5, 10]",79.4,147117656,557056000,0.2640985035615809
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 6, 2, 10, 10, 8, 5, 5, 10]",77.8,146992193,557056000,0.26387327844956343
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 7, 2, 10, 10, 8, 5, 5, 10]",78.8,146920907,557056000,0.263745309268727
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 8, 2, 10, 10, 8, 5, 5, 10]",79.1,146914522,557056000,0.2637338472254136
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 9, 2, 10, 10, 8, 5, 5, 10]",79.6,146861480,557056000,0.2636386287913603
"[10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",79.7,146847338,557056000,0.2636132417566636
"[10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",79.2,146778137,557056000,0.26348901546702663
"[10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",79.9,146371665,557056000,0.2627593365837546
"[10, 10, 3, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",79.6,146369550,557056000,0.26275553983800554
"[10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",85.4,135841468,557056000,0.2438560360179228
"[10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",84.8,135593149,557056000,0.24341026575425093
"[10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",85.3,135638372,557056000,0.2434914478975184
"[10, 10, 7, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",84.6,135378795,557056000,0.24302546781652115
"[10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",84.8,135351794,557056000,0.24297699692670036
"[10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",85.6,134967861,557056000,0.24228777896656709
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 8, 5, 5, 10]",85.9,134841242,557056000,0.24206047865923713
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 10, 10, 8, 5, 5, 10]",85.2,134745548,557056000,0.24188869341681984
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 8, 5, 5, 10]",90.2,131412938,557056000,0.23590615306181068
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 8, 5, 5, 10]",88.9,131247794,557056000,0.23560969453699449
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 8, 5, 5, 10]",89.0,131261510,557056000,0.2356343168370864
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 10, 10, 8, 5, 5, 10]",88.5,131193398,557056000,0.2355120454676011
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 8, 5, 5, 10]",88.6,131199238,557056000,0.23552252915326286
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 8, 5, 5, 10]",89.4,131270462,557056000,0.23565038703469668
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5, 5, 10]",89.9,131074690,557056000,0.2352989466050092
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 5, 5, 10]",89.2,131051756,557056000,0.23525777659696692
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 5, 10]",89.5,131093996,557056000,0.23533360380284926
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 5, 10]",90.0,131035178,557056000,0.23522801657284007
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 5, 10]",90.1,131015728,557056000,0.23519310087316175
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 5, 10]",90.1,130953720,557056000,0.235081787109375
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 5, 10]",90.1,130925218,557056000,0.23503062169692096
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10]",90.0,130863242,557056000,0.23491936537798713
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10]",89.6,130760818,557056000,0.23473549876493566
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 7, 10]",88.9,130604166,557056000,0.23445428466796875
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10]",89.9,130653912,557056000,0.23454358628216912
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10]",90.0,130366486,557056000,0.23402761302274816
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",89.7,130327508,557056000,0.2339576416015625
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11]",89.6,128927206,557056000,0.23144388714958639
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11]",89.8,127623140,557056000,0.22910289091222427
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11]",90.1,126062140,557056000,0.2263006591796875
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11]",90.1,124069796,557056000,0.22272409955193015
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11]",90.3,119243386,557056000,0.21405996165556065
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11]",90.6,113430090,557056000,0.20362421372357536
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11]",91.3,107978484,557056000,0.19383775419347427
"[10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11]",92.5,103640742,557056000,0.18605084946576286
"[10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11]",92.9,97057712,557056000,0.1742333122702206
"[10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",92.9,85404588,557056000,0.15331418744255515
"[10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",92.8,77775026,557056000,0.13961796659581802
"[10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",92.9,69927086,557056000,0.12552972412109376
"[10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",93.1,64196948,557056000,0.11524325741038603
"[10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",94.3,49027170,557056000,0.08801120533662683
"[10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",93.8,34241764,557056000,0.061469159294577205
"[10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",93.6,20113560,557056000,0.0361068905101103
"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",93.5,0,557056000,0.0
